ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,upload_speed_1,download_latency_1,upload_latency_1
185.18.250.0,13.172051442461347,-1,175,-1,-1,-1,13.172051442461347,-1,175,-1
185.18.250.1,13.10586703139972,-1,146,-1,-1,-1,13.10586703139972,-1,146,-1
185.18.250.2,13.680262042682264,-1,135,-1,-1,-1,13.680262042682264,-1,135,-1
185.18.250.3,10.869117604684112,-1,135,-1,-1,-1,10.869117604684112,-1,135,-1
185.18.250.4,10.453292253279614,-1,153,-1,-1,-1,10.453292253279614,-1,153,-1
185.18.250.5,13.087521540644039,-1,146,-1,-1,-1,13.087521540644039,-1,146,-1
185.18.250.6,11.346996090569544,-1,157,-1,-1,-1,11.346996090569544,-1,157,-1
185.18.250.7,14.902561927369737,-1,129,-1,-1,-1,14.902561927369737,-1,129,-1
185.18.250.8,10.214404174006106,-1,137,-1,-1,-1,10.214404174006106,-1,137,-1
185.18.250.9,13.906672045773247,-1,125,-1,-1,-1,13.906672045773247,-1,125,-1
185.18.250.10,12.707956575489309,-1,141,-1,-1,-1,12.707956575489309,-1,141,-1
185.18.250.11,13.53292869424945,-1,150,-1,-1,-1,13.53292869424945,-1,150,-1
185.18.250.12,15.119061284701221,-1,145,-1,-1,-1,15.119061284701221,-1,145,-1
185.18.250.13,13.418610616557569,-1,138,-1,-1,-1,13.418610616557569,-1,138,-1
185.18.250.14,13.038585248308907,-1,133,-1,-1,-1,13.038585248308907,-1,133,-1
185.18.250.15,14.287265984825632,-1,135,-1,-1,-1,14.287265984825632,-1,135,-1
185.18.250.16,14.375053704309384,-1,125,-1,-1,-1,14.375053704309384,-1,125,-1
185.18.250.17,14.725304596629222,-1,162,-1,-1,-1,14.725304596629222,-1,162,-1
185.18.250.18,16.619559218523182,-1,130,-1,-1,-1,16.619559218523182,-1,130,-1
185.18.250.19,14.570366693512797,-1,134,-1,-1,-1,14.570366693512797,-1,134,-1
185.18.250.20,14.323721769918324,-1,125,-1,-1,-1,14.323721769918324,-1,125,-1
185.18.250.21,13.923733515464196,-1,134,-1,-1,-1,13.923733515464196,-1,134,-1
185.18.250.22,9.765605807350722,-1,130,-1,-1,-1,9.765605807350722,-1,130,-1
185.18.250.23,13.30445202890514,-1,140,-1,-1,-1,13.30445202890514,-1,140,-1
185.18.250.24,14.642279145446517,-1,130,-1,-1,-1,14.642279145446517,-1,130,-1
185.18.250.25,13.253189968320259,-1,154,-1,-1,-1,13.253189968320259,-1,154,-1
185.18.250.26,14.312067402117865,-1,152,-1,-1,-1,14.312067402117865,-1,152,-1
185.18.250.27,12.39676900531804,-1,132,-1,-1,-1,12.39676900531804,-1,132,-1
185.18.250.28,14.055784985998393,-1,138,-1,-1,-1,14.055784985998393,-1,138,-1
185.18.250.29,12.335251156493209,-1,135,-1,-1,-1,12.335251156493209,-1,135,-1
185.18.250.30,14.19682643430877,-1,145,-1,-1,-1,14.19682643430877,-1,145,-1
185.18.250.31,12.63307224302312,-1,145,-1,-1,-1,12.63307224302312,-1,145,-1
185.18.250.32,14.596407152762769,-1,154,-1,-1,-1,14.596407152762769,-1,154,-1
185.18.250.33,13.915390944231682,-1,130,-1,-1,-1,13.915390944231682,-1,130,-1
185.18.250.34,13.980361471680096,-1,136,-1,-1,-1,13.980361471680096,-1,136,-1
185.18.250.35,16.093886584305967,-1,133,-1,-1,-1,16.093886584305967,-1,133,-1
185.18.250.36,11.30018629910058,-1,131,-1,-1,-1,11.30018629910058,-1,131,-1
185.18.250.37,15.131981139497327,-1,128,-1,-1,-1,15.131981139497327,-1,128,-1
185.18.250.38,14.828398726481158,-1,128,-1,-1,-1,14.828398726481158,-1,128,-1
185.18.250.39,12.194391960720875,-1,132,-1,-1,-1,12.194391960720875,-1,132,-1
185.18.250.40,15.160099557896812,-1,172,-1,-1,-1,15.160099557896812,-1,172,-1
185.18.250.41,11.694408898725976,-1,135,-1,-1,-1,11.694408898725976,-1,135,-1
185.18.250.42,11.614788849299462,-1,135,-1,-1,-1,11.614788849299462,-1,135,-1
185.18.250.43,12.0728475621968,-1,129,-1,-1,-1,12.0728475621968,-1,129,-1
185.18.250.44,13.436788994413865,-1,129,-1,-1,-1,13.436788994413865,-1,129,-1
185.18.250.45,13.0284911767955,-1,133,-1,-1,-1,13.0284911767955,-1,133,-1
185.18.250.46,15.474517270974168,-1,134,-1,-1,-1,15.474517270974168,-1,134,-1
185.18.250.47,15.21835051531883,-1,129,-1,-1,-1,15.21835051531883,-1,129,-1
185.18.250.48,14.372510647495591,-1,137,-1,-1,-1,14.372510647495591,-1,137,-1
185.18.250.49,13.021397085256483,-1,128,-1,-1,-1,13.021397085256483,-1,128,-1
185.18.250.50,13.994783234659701,-1,129,-1,-1,-1,13.994783234659701,-1,129,-1
185.18.250.51,11.36425332640254,-1,127,-1,-1,-1,11.36425332640254,-1,127,-1
185.18.250.52,13.394151263028341,-1,126,-1,-1,-1,13.394151263028341,-1,126,-1
185.18.250.53,13.84669517203632,-1,146,-1,-1,-1,13.84669517203632,-1,146,-1
185.18.250.54,9.133255429720718,-1,138,-1,-1,-1,9.133255429720718,-1,138,-1
185.18.250.55,14.492207540004934,-1,120,-1,-1,-1,14.492207540004934,-1,120,-1
185.18.250.56,13.106606730815104,-1,138,-1,-1,-1,13.106606730815104,-1,138,-1
185.18.250.57,14.174960509889479,-1,138,-1,-1,-1,14.174960509889479,-1,138,-1
