ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
162.159.192.126,12.756227643723387,-1,222,-1,106,-1,11.301663594790842,14.210791692655931,-1,-1,275,169,-1,-1
104.20.207.226,11.524814718737886,-1,345.5,-1,271,-1,13.90204273090384,9.147586706571932,-1,-1,481,210,-1,-1
108.162.193.40,12.575014186104585,-1,256.5,-1,29,-1,14.994624801354627,10.155403570854544,-1,-1,271,242,-1,-1
104.19.86.223,11.921207593449251,-1,376,-1,88,-1,14.759032504336968,9.083382682561535,-1,-1,332,420,-1,-1
104.17.75.49,7.463502965673337,-1,398.5,-1,257,-1,11.375874801076277,3.5511311302703965,-1,-1,527,270,-1,-1
104.17.26.83,13.42207818881863,-1,336,-1,232,-1,11.573056073856952,15.271100303780306,-1,-1,452,220,-1,-1
104.20.251.211,14.736507573315027,-1,348.5,-1,67,-1,15.200794226869009,14.272220919761047,-1,-1,382,315,-1,-1
104.24.254.246,11.544193279895644,-1,352.5,-1,49,-1,11.836292650445813,11.252093909345474,-1,-1,377,328,-1,-1
104.17.91.145,13.424794578240991,-1,295,-1,112,-1,13.611947206190818,13.237641950291163,-1,-1,351,239,-1,-1
104.20.55.113,11.85901012981855,-1,521,-1,284,-1,13.88772458589558,9.830295673741523,-1,-1,663,379,-1,-1
104.25.8.68,14.089059345378654,-1,486.5,-1,537,-1,13.976924586366977,14.20119410439033,-1,-1,755,218,-1,-1
104.27.80.133,10.93106740304984,-1,321,-1,188,-1,8.888922074165242,12.973212731934437,-1,-1,415,227,-1,-1
198.41.212.124,6.7842921444684325,-1,508.5,-1,159,-1,5.5751193462426745,7.9934649426941915,-1,-1,588,429,-1,-1
104.20.74.37,12.200912430862548,-1,274.5,-1,141,-1,12.758103409269623,11.643721452455475,-1,-1,345,204,-1,-1
172.64.94.6,13.707994919586795,-1,563,-1,480,-1,13.60837005910244,13.807619780071152,-1,-1,803,323,-1,-1
162.159.250.223,14.625640116719751,-1,378.5,-1,121,-1,16.00032960595669,13.250950627482814,-1,-1,439,318,-1,-1
104.25.126.189,11.047888765732804,-1,394.5,-1,317,-1,10.231511087112363,11.864266444353243,-1,-1,553,236,-1,-1
104.19.62.27,11.05327164152737,-1,293,-1,10,-1,9.971934737416452,12.134608545638287,-1,-1,298,288,-1,-1
172.67.55.101,13.061469989183204,-1,369,-1,204,-1,14.067181129212686,12.05575884915372,-1,-1,471,267,-1,-1
104.17.127.23,11.399661447936698,-1,383,-1,336,-1,13.084444733453058,9.714878162420336,-1,-1,551,215,-1,-1
162.159.41.114,13.656204757381357,-1,317.5,-1,173,-1,13.501529082460031,13.810880432302682,-1,-1,404,231,-1,-1
104.24.242.197,12.65635088343965,-1,515.5,-1,317,-1,12.742896532060003,12.569805234819295,-1,-1,674,357,-1,-1
104.19.114.163,12.794637737079087,-1,341.5,-1,185,-1,14.549430244207594,11.039845229950581,-1,-1,434,249,-1,-1
104.16.152.23,12.086206418197904,-1,740,-1,926,-1,11.455735759843876,12.716677076551932,-1,-1,1203,277,-1,-1
104.19.119.106,10.57967018846685,-1,355.5,-1,141,-1,10.194715887290467,10.964624489643233,-1,-1,426,285,-1,-1
104.20.64.110,12.957841405118128,-1,280,-1,26,-1,13.916966852613179,11.998715957623078,-1,-1,293,267,-1,-1
104.20.39.60,10.553026258982129,-1,446.5,-1,335,-1,11.550642913035839,9.555409604928418,-1,-1,614,279,-1,-1
104.24.245.56,12.601868578192832,-1,218,-1,36,-1,12.526091849735748,12.677645306649916,-1,-1,200,236,-1,-1
104.25.210.177,13.467197501304689,-1,318.5,-1,157,-1,15.099943126223879,11.834451876385497,-1,-1,397,240,-1,-1
104.16.95.40,12.226574570328609,-1,403.5,-1,399,-1,12.149984019199872,12.303165121457347,-1,-1,603,204,-1,-1
172.67.128.77,12.716797234443394,-1,342,-1,152,-1,11.908807177248956,13.524787291637834,-1,-1,418,266,-1,-1
104.20.34.141,12.31515424497727,-1,314.5,-1,59,-1,13.6480209845701,10.98228750538444,-1,-1,344,285,-1,-1
