ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
185.18.250.0,13.878779514301879,-1,254,-1,4,-1,13.94519066086331,13.81236836774045,-1,-1,256,252,-1,-1
185.18.250.3,10.185551669136174,-1,250,-1,48,-1,11.599262866902093,8.771840471370254,-1,-1,274,226,-1,-1
185.18.250.4,11.481750239110408,-1,245,-1,118,-1,12.695519128320642,10.267981349900175,-1,-1,304,186,-1,-1
185.18.250.6,11.517918911558658,-1,243,-1,100,-1,10.7845245519881,12.251313271129215,-1,-1,193,293,-1,-1
185.18.250.9,10.877968106884152,-1,276,-1,50,-1,7.947173390169353,13.80876282359895,-1,-1,301,251,-1,-1
185.18.250.10,12.998703840569185,-1,221,-1,72,-1,12.661723043999684,13.335684637138685,-1,-1,257,185,-1,-1
185.18.250.11,12.163260134772072,-1,245.5,-1,97,-1,10.279272808435033,14.04724746110911,-1,-1,294,197,-1,-1
185.18.250.12,10.294758223638286,-1,232.5,-1,79,-1,11.071851709052424,9.51766473822415,-1,-1,272,193,-1,-1
185.18.250.13,12.087325444798292,-1,223.5,-1,57,-1,14.990880205443517,9.183770684153068,-1,-1,252,195,-1,-1
185.18.250.14,12.592897099863297,-1,245,-1,106,-1,10.478419210593323,14.707374989133273,-1,-1,298,192,-1,-1
185.18.250.15,11.74681338769281,-1,230,-1,16,-1,10.532104012374562,12.96152276301106,-1,-1,238,222,-1,-1
185.18.250.17,12.493286821251935,-1,181.5,-1,29,-1,12.105026233879059,12.881547408624813,-1,-1,196,167,-1,-1
185.18.250.18,14.87204762956878,-1,271.5,-1,53,-1,14.5884424414213,15.155652817716257,-1,-1,298,245,-1,-1
185.18.250.19,11.302538118986345,-1,236.5,-1,5,-1,12.497142840957999,10.10793339701469,-1,-1,239,234,-1,-1
