ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
104.22.1.61,15.082886387396606,-1,216.5,-1,29,-1,14.059655364391029,16.106117410402184,-1,-1,231,202,-1,-1
172.67.91.25,13.72133161018261,-1,508.5,-1,549,-1,12.150744506232378,15.29191871413284,-1,-1,783,234,-1,-1
104.25.4.144,14.2710355910822,-1,360,-1,206,-1,14.27323514615751,14.268836036006888,-1,-1,463,257,-1,-1
172.67.23.244,13.301974067018065,-1,258,-1,26,-1,13.70168978877365,12.90225834526248,-1,-1,271,245,-1,-1
104.16.122.18,14.60932350980968,-1,303.5,-1,195,-1,14.668094752534842,14.55055226708452,-1,-1,401,206,-1,-1
198.41.198.11,12.604598176894758,-1,332.5,-1,163,-1,12.684460195360536,12.524736158428981,-1,-1,414,251,-1,-1
172.67.56.131,12.951030465286859,-1,259.5,-1,91,-1,14.060955189523842,11.841105741049875,-1,-1,305,214,-1,-1
172.64.135.34,13.55398502168884,-1,304.5,-1,121,-1,14.680495619888163,12.427474423489517,-1,-1,365,244,-1,-1
104.18.183.104,13.27967952880664,-1,323.5,-1,65,-1,13.817578191573974,12.741780866039306,-1,-1,291,356,-1,-1
104.19.187.182,13.651975701807485,-1,302,-1,106,-1,11.400271719625787,15.903679683989184,-1,-1,355,249,-1,-1
172.64.157.221,12.152207606646503,-1,226.5,-1,51,-1,13.30929120767805,10.995124005614953,-1,-1,252,201,-1,-1
104.20.243.92,14.288297702134027,-1,296,-1,78,-1,11.541424632680712,17.035170771587342,-1,-1,257,335,-1,-1
104.25.34.204,10.513877799825153,-1,370.5,-1,167,-1,9.672545640052716,11.355209959597587,-1,-1,454,287,-1,-1
104.19.38.251,13.897969659757653,-1,294,-1,58,-1,13.30335267637103,14.492586643144277,-1,-1,323,265,-1,-1
104.27.36.231,9.74725790671583,-1,427,-1,86,-1,15.382596419552968,4.111919393878695,-1,-1,384,470,-1,-1
173.245.59.156,12.62295260707323,-1,288.5,-1,183,-1,12.084632488719611,13.16127272542685,-1,-1,380,197,-1,-1
104.27.31.184,10.557481118732333,-1,291,-1,64,-1,11.957270157214179,9.157692080250486,-1,-1,323,259,-1,-1
162.159.33.138,15.217548911003927,-1,311.5,-1,5,-1,14.602595564145158,15.832502257862695,-1,-1,314,309,-1,-1
104.27.66.84,13.754028471848226,-1,671,-1,884,-1,14.258401806923128,13.249655136773324,-1,-1,1113,229,-1,-1
104.17.95.84,13.97009188868126,-1,283.5,-1,37,-1,14.37372072650281,13.566463050859712,-1,-1,265,302,-1,-1
104.25.124.77,8.705973170750303,-1,353,-1,38,-1,4.781876754156474,12.630069587344133,-1,-1,372,334,-1,-1
104.20.201.201,8.914503395428858,-1,272.5,-1,133,-1,5.6481197662154345,12.18088702464228,-1,-1,339,206,-1,-1
104.19.230.150,13.578884364059363,-1,383.5,-1,157,-1,12.975821973187339,14.181946754931385,-1,-1,462,305,-1,-1
104.21.45.112,13.250433799802055,-1,308,-1,184,-1,13.470335173008822,13.030532426595288,-1,-1,400,216,-1,-1
