ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
104.24.15.44,12.439308950201998,-1,384,-1,290,-1,11.160553446926432,13.718064453477565,-1,-1,529,239,-1,-1
104.16.110.117,17.21032239587712,-1,329,-1,152,-1,13.654002124347688,20.766642667406558,-1,-1,405,253,-1,-1
104.23.105.93,13.48717821169094,-1,310,-1,38,-1,13.91602949559423,13.05832692778765,-1,-1,329,291,-1,-1
104.25.47.115,11.617892701666033,-1,609.5,-1,575,-1,9.284274576697456,13.95151082663461,-1,-1,897,322,-1,-1
104.16.78.150,10.55838323758192,-1,449.5,-1,477,-1,10.847608243506588,10.26915823165725,-1,-1,688,211,-1,-1
104.19.228.31,11.576010223741644,-1,345.5,-1,191,-1,9.677861492097552,13.474158955385734,-1,-1,441,250,-1,-1
104.18.192.80,9.603783706599156,-1,337.5,-1,69,-1,12.02682125526901,7.180746157929302,-1,-1,372,303,-1,-1
104.19.68.132,14.965989732687802,-1,526,-1,416,-1,13.692387673815245,16.239591791560358,-1,-1,734,318,-1,-1
104.24.77.181,13.966077425410695,-1,260.5,-1,89,-1,12.958666534602969,14.973488316218424,-1,-1,305,216,-1,-1
104.27.99.119,10.97927065358224,-1,275.5,-1,121,-1,7.288166923248289,14.670374383916194,-1,-1,336,215,-1,-1
172.67.64.121,13.089438779746562,-1,280,-1,24,-1,12.722000903473406,13.456876656019716,-1,-1,268,292,-1,-1
104.17.5.230,9.277699428660627,-1,377,-1,50,-1,13.365016441129026,5.190382416192228,-1,-1,402,352,-1,-1
172.67.167.165,14.267556988243001,-1,327.5,-1,123,-1,15.1959463142826,13.339167662203403,-1,-1,389,266,-1,-1
104.25.251.123,15.232138436649317,-1,345.5,-1,57,-1,15.267209952861247,15.197066920437386,-1,-1,374,317,-1,-1
104.20.5.210,13.900096149966851,-1,241,-1,76,-1,15.78953247844801,12.010659821485692,-1,-1,279,203,-1,-1
104.19.173.103,14.900664328054198,-1,548,-1,674,-1,15.427167073032882,14.374161583075512,-1,-1,885,211,-1,-1
104.24.201.218,10.104760141054621,-1,295.5,-1,81,-1,4.698404289782342,15.5111159923269,-1,-1,336,255,-1,-1
172.67.3.134,12.555137137088684,-1,253,-1,76,-1,11.576109272217684,13.534165001959684,-1,-1,291,215,-1,-1
104.24.129.15,15.035733601720832,-1,300.5,-1,117,-1,15.117538482701796,14.953928720739867,-1,-1,359,242,-1,-1
172.67.181.36,14.258099668951989,-1,279,-1,98,-1,14.938921007860111,13.577278330043868,-1,-1,328,230,-1,-1
198.41.193.99,14.667075848299358,-1,500.5,-1,465,-1,16.460185301787412,12.873966394811303,-1,-1,733,268,-1,-1
172.67.238.209,13.645564737559024,-1,315,-1,150,-1,14.61395546999984,12.677174005118207,-1,-1,390,240,-1,-1
104.17.115.155,12.16950416606903,-1,297,-1,48,-1,11.04330140598679,13.29570692615127,-1,-1,273,321,-1,-1
172.64.41.86,9.093701278979477,-1,316,-1,150,-1,5.593019464213306,12.594383093745646,-1,-1,391,241,-1,-1
104.17.5.95,9.939581553789026,-1,269.5,-1,137,-1,11.903065717107973,7.976097390470079,-1,-1,338,201,-1,-1
172.67.19.71,15.082931366429992,-1,672,-1,792,-1,15.095691399689823,15.07017133317016,-1,-1,1068,276,-1,-1
104.24.144.144,12.46323504925843,-1,445.5,-1,93,-1,13.245163590512059,11.681306508004798,-1,-1,492,399,-1,-1
172.67.173.182,13.31465864621423,-1,372,-1,34,-1,13.935951515732153,12.693365776696307,-1,-1,355,389,-1,-1
104.27.11.139,12.748065135815558,-1,399.5,-1,103,-1,10.327295355121912,15.168834916509205,-1,-1,451,348,-1,-1
104.17.124.241,12.796831341456246,-1,255,-1,46,-1,14.855811075831664,10.737851607080827,-1,-1,232,278,-1,-1
104.25.11.178,11.67500538033173,-1,294.5,-1,1,-1,12.824363211458984,10.525647549204477,-1,-1,294,295,-1,-1
104.18.231.165,12.760871610230048,-1,327.5,-1,117,-1,13.458388228951977,12.06335499150812,-1,-1,386,269,-1,-1
198.41.221.215,11.558991002031249,-1,366.5,-1,59,-1,13.754798232768223,9.363183771294272,-1,-1,337,396,-1,-1
104.18.148.196,12.939902798034106,-1,268,-1,102,-1,12.846419355299822,13.03338624076839,-1,-1,217,319,-1,-1
104.16.179.206,10.85260119615423,-1,498,-1,520,-1,6.486377375420894,15.218825016887566,-1,-1,758,238,-1,-1
