ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
104.25.208.18,14.022849410648686,-1,532,-1,372,-1,13.640842483056973,14.404856338240396,-1,-1,718,346,-1,-1
104.23.103.97,12.73396954055681,-1,492,-1,512,-1,11.406009852325461,14.061929228788157,-1,-1,748,236,-1,-1
172.64.140.110,11.916388439829257,-1,310,-1,24,-1,12.788661062124195,11.044115817534319,-1,-1,298,322,-1,-1
104.18.161.147,12.201776498234683,-1,512,-1,506,-1,11.73117077849847,12.672382217970894,-1,-1,765,259,-1,-1
104.18.127.219,10.994695283143866,-1,461,-1,382,-1,7.733427964485916,14.255962601801818,-1,-1,652,270,-1,-1
104.27.113.203,11.72494475597345,-1,384,-1,294,-1,9.171724805842551,14.278164706104349,-1,-1,531,237,-1,-1
104.19.178.47,12.262876245231329,-1,271,-1,96,-1,12.481111981048757,12.044640509413899,-1,-1,319,223,-1,-1
104.19.163.33,12.814186500995202,-1,297.5,-1,81,-1,12.096184382274453,13.532188619715953,-1,-1,257,338,-1,-1
172.67.37.223,13.425518565960274,-1,324.5,-1,69,-1,12.954538945253509,13.896498186667042,-1,-1,359,290,-1,-1
104.19.51.243,14.647987675164643,-1,339.5,-1,103,-1,15.194392980332728,14.10158236999656,-1,-1,391,288,-1,-1
162.159.58.212,14.185041419127943,-1,383,-1,324,-1,14.106761203477227,14.26332163477866,-1,-1,545,221,-1,-1
