ip,avg_download_speed,avg_upload_speed,avg_download_latency,avg_upload_latency,avg_download_jitter,avg_upload_jitter,download_speed_1,download_speed_2,upload_speed_1,upload_speed_2,download_latency_1,download_latency_2,upload_latency_1,upload_latency_2
104.25.190.216,10.628453841330913,-1,249,-1,48,-1,11.546473791733161,9.710433890928662,-1,-1,225,273,-1,-1
104.25.69.254,11.654287274388096,-1,228.5,-1,31,-1,12.92054934544486,10.388025203331335,-1,-1,244,213,-1,-1
104.19.118.222,12.704955594609753,-1,282,-1,110,-1,12.834885835780153,12.575025353439353,-1,-1,337,227,-1,-1
104.19.82.118,12.020657957119958,-1,355.5,-1,95,-1,10.649735007995789,13.391580906244128,-1,-1,403,308,-1,-1
104.24.69.7,14.77776829571308,-1,216.5,-1,45,-1,14.54960118326083,15.005935408165334,-1,-1,239,194,-1,-1
104.18.33.227,12.377199927253073,-1,311,-1,138,-1,12.666594213539874,12.087805640966275,-1,-1,380,242,-1,-1
172.64.100.75,13.695746785367728,-1,376,-1,176,-1,13.278170502791255,14.1133230679442,-1,-1,464,288,-1,-1
104.22.74.245,12.461927325382838,-1,262.5,-1,171,-1,12.332451886930777,12.591402763834898,-1,-1,348,177,-1,-1
172.64.159.9,12.839249622248957,-1,293.5,-1,65,-1,12.125778763259966,13.552720481237948,-1,-1,326,261,-1,-1
104.19.162.236,10.548073532938917,-1,315.5,-1,37,-1,10.897673813284424,10.19847325259341,-1,-1,334,297,-1,-1
104.16.99.41,13.201194638435478,-1,319,-1,12,-1,15.166307183461358,11.236082093409596,-1,-1,313,325,-1,-1
104.16.238.148,12.343770464030882,-1,272.5,-1,11,-1,12.729491855971158,11.958049072090608,-1,-1,278,267,-1,-1
104.25.157.208,12.719073479829838,-1,361.5,-1,301,-1,12.203072362998201,13.235074596661475,-1,-1,512,211,-1,-1
104.16.80.244,12.51912380754472,-1,290,-1,138,-1,13.336572120306082,11.701675494783355,-1,-1,359,221,-1,-1
104.19.136.135,9.678070088131555,-1,318,-1,32,-1,12.73364001202955,6.622500164233561,-1,-1,334,302,-1,-1
104.19.173.216,12.893529342718915,-1,377,-1,166,-1,11.128128027338281,14.65893065809955,-1,-1,460,294,-1,-1
172.64.174.124,12.76074267464501,-1,261.5,-1,29,-1,12.201573159753389,13.319912189536632,-1,-1,247,276,-1,-1
172.67.254.2,15.069078031914916,-1,276.5,-1,13,-1,15.75437418100397,14.383781882825865,-1,-1,283,270,-1,-1
162.159.252.250,9.24089529014411,-1,334,-1,48,-1,13.66181225214713,4.81997832814109,-1,-1,358,310,-1,-1
172.67.220.145,14.051538134450515,-1,291,-1,200,-1,12.23926895855883,15.863807310342201,-1,-1,391,191,-1,-1
104.17.122.192,13.451428889892405,-1,233.5,-1,59,-1,12.696733304762656,14.206124475022154,-1,-1,204,263,-1,-1
104.20.226.182,13.590466065605288,-1,287.5,-1,207,-1,14.082987420649056,13.097944710561517,-1,-1,391,184,-1,-1
162.159.22.42,11.773320476900398,-1,435,-1,440,-1,12.467531236449537,11.079109717351258,-1,-1,655,215,-1,-1
104.19.157.216,11.460245487567565,-1,333,-1,166,-1,11.353463886070042,11.56702708906509,-1,-1,416,250,-1,-1
104.19.58.63,13.94970634488605,-1,392,-1,176,-1,12.696997085088547,15.20241560468355,-1,-1,480,304,-1,-1
104.17.3.155,11.774576867226402,-1,349,-1,60,-1,12.317754966066069,11.231398768386736,-1,-1,379,319,-1,-1
104.25.67.125,14.56551323943666,-1,351.5,-1,347,-1,15.675812905791553,13.455213573081767,-1,-1,525,178,-1,-1
104.18.237.233,13.215445411239882,-1,258.5,-1,13,-1,14.305455559489808,12.125435262989956,-1,-1,265,252,-1,-1
104.17.79.169,12.569876361700587,-1,364.5,-1,153,-1,15.600384603762297,9.539368119638878,-1,-1,441,288,-1,-1
104.27.22.31,10.290319508218468,-1,263,-1,10,-1,4.65502976736814,15.925609249068797,-1,-1,258,268,-1,-1
198.41.204.172,8.302283817565622,-1,394,-1,90,-1,9.275999001944157,7.3285686331870865,-1,-1,439,349,-1,-1
104.19.65.188,13.45927373229469,-1,198,-1,84,-1,13.776231129471192,13.142316335118187,-1,-1,240,156,-1,-1
104.16.100.66,11.858868017635974,-1,245,-1,72,-1,13.546353581887487,10.171382453384458,-1,-1,281,209,-1,-1
104.18.23.125,13.375343655816739,-1,289,-1,210,-1,15.757511751528547,10.993175560104932,-1,-1,394,184,-1,-1
104.24.203.209,13.994391874803814,-1,287.5,-1,155,-1,14.242426210678772,13.746357538928853,-1,-1,365,210,-1,-1
104.16.165.176,9.841356693299577,-1,432.5,-1,199,-1,6.817054060673952,12.865659325925202,-1,-1,532,333,-1,-1
173.245.58.2,13.366644757453935,-1,539.5,-1,531,-1,12.92312575298491,13.81016376192296,-1,-1,805,274,-1,-1
172.64.165.67,13.828957845682275,-1,344.5,-1,269,-1,13.840362318503134,13.817553372861418,-1,-1,479,210,-1,-1
162.159.20.255,13.128831583678732,-1,379,-1,268,-1,12.662405640352981,13.595257527004483,-1,-1,513,245,-1,-1
104.16.72.126,12.237379495008696,-1,360,-1,224,-1,11.795511075713025,12.679247914304367,-1,-1,472,248,-1,-1
104.27.122.118,14.442395956924972,-1,330.5,-1,167,-1,14.28316091428498,14.601630999564964,-1,-1,414,247,-1,-1
104.20.46.200,12.3994211170845,-1,478,-1,498,-1,11.974144945406982,12.824697288762017,-1,-1,727,229,-1,-1
104.24.180.154,12.17675422908945,-1,289,-1,32,-1,13.911062545856362,10.442445912322539,-1,-1,305,273,-1,-1
104.22.71.202,11.036799529724519,-1,386.5,-1,215,-1,12.729329005683287,9.34427005376575,-1,-1,494,279,-1,-1
104.18.95.164,8.881781691411208,-1,739,-1,920,-1,9.446485431313377,8.317077951509038,-1,-1,1199,279,-1,-1
108.162.195.114,13.101612803214412,-1,252.5,-1,143,-1,12.58672766803348,13.616497938395344,-1,-1,324,181,-1,-1
104.25.10.129,13.41693793100146,-1,274.5,-1,11,-1,13.299175285879597,13.53470057612332,-1,-1,280,269,-1,-1
172.64.86.218,11.190880567293714,-1,275.5,-1,33,-1,9.139120026388527,13.242641108198901,-1,-1,292,259,-1,-1
104.18.247.12,12.27543018036899,-1,242.5,-1,119,-1,12.577945132292818,11.972915228445162,-1,-1,302,183,-1,-1
104.24.63.61,11.815042164818209,-1,293.5,-1,163,-1,10.278761423175236,13.35132290646118,-1,-1,375,212,-1,-1
198.41.198.53,13.256642988001719,-1,321,-1,46,-1,12.36987261146866,14.14341336453478,-1,-1,344,298,-1,-1
104.17.204.57,12.876365425563886,-1,232.5,-1,97,-1,13.527536224563436,12.225194626564338,-1,-1,281,184,-1,-1
104.17.199.121,13.001994105386098,-1,251.5,-1,19,-1,14.26210337276663,11.741884838005566,-1,-1,261,242,-1,-1
104.24.73.47,13.153951021954349,-1,264.5,-1,9,-1,16.31396087049255,9.993941173416149,-1,-1,269,260,-1,-1
104.24.230.206,13.24850775477343,-1,324.5,-1,317,-1,12.59302824142329,13.903987268123569,-1,-1,483,166,-1,-1
172.67.13.241,10.434289753573173,-1,311.5,-1,137,-1,12.628565704038714,8.240013803107633,-1,-1,380,243,-1,-1
104.27.87.139,11.547011913328811,-1,379.5,-1,297,-1,13.262691153781402,9.83133267287622,-1,-1,528,231,-1,-1
104.20.51.194,13.408356105326739,-1,285.5,-1,111,-1,14.150340004208873,12.666372206444604,-1,-1,230,341,-1,-1
104.21.68.150,13.133087685189626,-1,383.5,-1,275,-1,14.066026806969424,12.20014856340983,-1,-1,521,246,-1,-1
104.17.30.210,11.711284364213618,-1,200.5,-1,35,-1,11.969618712729602,11.452950015697635,-1,-1,218,183,-1,-1
104.25.1.102,13.439914397525731,-1,321,-1,274,-1,15.482184710143798,11.397644084907665,-1,-1,458,184,-1,-1
104.21.201.46,16.703809632619752,-1,332.5,-1,93,-1,17.050811869922835,16.35680739531667,-1,-1,379,286,-1,-1
172.67.158.154,12.099902959609043,-1,377.5,-1,237,-1,11.739167324869781,12.460638594348305,-1,-1,496,259,-1,-1
104.21.53.233,12.896449896505171,-1,368.5,-1,93,-1,11.500002048087158,14.292897744923186,-1,-1,322,415,-1,-1
104.18.189.243,13.487382991797109,-1,359,-1,122,-1,12.225720168467547,14.749045815126673,-1,-1,420,298,-1,-1
104.17.150.44,11.748037760818786,-1,328.5,-1,121,-1,13.603692897857313,9.89238262378026,-1,-1,389,268,-1,-1
104.16.76.116,13.14208025776136,-1,262,-1,158,-1,13.743177562367638,12.540982953155085,-1,-1,341,183,-1,-1
104.17.189.124,14.53195568313408,-1,381,-1,156,-1,16.709335344692324,12.354576021575838,-1,-1,459,303,-1,-1
104.20.151.68,11.78747722484545,-1,265,-1,14,-1,11.175971481901284,12.398982967789618,-1,-1,258,272,-1,-1
104.17.34.128,11.376480383159691,-1,351,-1,4,-1,10.104511851916806,12.648448914402579,-1,-1,349,353,-1,-1
104.16.151.194,12.527955388565214,-1,254,-1,82,-1,11.842917203622774,13.212993573507656,-1,-1,295,213,-1,-1
104.17.131.5,13.254891894229424,-1,424.5,-1,355,-1,14.136505492503812,12.373278295955037,-1,-1,602,247,-1,-1
104.27.29.113,14.894749180635515,-1,219.5,-1,73,-1,12.778536558413668,17.01096180285736,-1,-1,183,256,-1,-1
104.17.2.164,9.193772956412072,-1,295,-1,208,-1,3.223012528520693,15.16453338430345,-1,-1,399,191,-1,-1
172.67.139.74,14.85449721832849,-1,386,-1,410,-1,13.57027048112993,16.13872395552705,-1,-1,591,181,-1,-1
104.16.131.217,12.26807660034181,-1,329.5,-1,255,-1,14.422687318757777,10.113465881925846,-1,-1,457,202,-1,-1
104.21.123.83,12.218324363884435,-1,354.5,-1,157,-1,13.008215747696209,11.428432980072662,-1,-1,433,276,-1,-1
104.19.241.208,13.980776581811163,-1,372,-1,88,-1,16.30435136885476,11.657201794767568,-1,-1,416,328,-1,-1
104.20.234.79,12.647273309854935,-1,344,-1,138,-1,13.391755758493526,11.902790861216346,-1,-1,413,275,-1,-1
104.16.38.63,11.942035754996331,-1,332.5,-1,253,-1,12.438077807707279,11.445993702285383,-1,-1,459,206,-1,-1
162.159.193.224,12.91484287215112,-1,413,-1,120,-1,10.965110661998946,14.864575082303292,-1,-1,473,353,-1,-1
104.21.193.193,13.130648822356932,-1,426.5,-1,191,-1,13.927389902218014,12.33390774249585,-1,-1,522,331,-1,-1
104.27.28.94,10.640996180141485,-1,387.5,-1,333,-1,11.190811604210566,10.091180756072404,-1,-1,554,221,-1,-1
172.67.206.124,12.70775056679416,-1,294,-1,128,-1,12.577415566613608,12.838085566974712,-1,-1,358,230,-1,-1
172.64.193.15,13.166516974862782,-1,248.5,-1,69,-1,12.484209036281499,13.848824913444066,-1,-1,214,283,-1,-1
104.18.197.251,9.562817083347213,-1,304,-1,242,-1,7.984330431965639,11.141303734728785,-1,-1,425,183,-1,-1
172.67.178.63,13.572460047432513,-1,354,-1,188,-1,12.692558205711464,14.452361889153561,-1,-1,448,260,-1,-1
104.17.229.173,12.850211236611003,-1,294,-1,162,-1,11.691067970297793,14.009354502924213,-1,-1,375,213,-1,-1
104.24.169.82,12.876585291300385,-1,788,-1,508,-1,12.480011118252534,13.273159464348236,-1,-1,1042,534,-1,-1
104.23.141.130,12.871894436231091,-1,348.5,-1,181,-1,11.014381434902521,14.729407437559663,-1,-1,439,258,-1,-1
104.20.235.1,12.740016904168781,-1,335.5,-1,133,-1,12.845729976111391,12.634303832226172,-1,-1,402,269,-1,-1
104.20.205.216,14.452860624002135,-1,439,-1,356,-1,14.933942596942568,13.9717786510617,-1,-1,617,261,-1,-1
104.17.74.245,14.517736243196481,-1,301.5,-1,277,-1,14.482476050021239,14.552996436371721,-1,-1,440,163,-1,-1
104.20.193.241,13.233549005499672,-1,256,-1,138,-1,12.240886633055633,14.22621137794371,-1,-1,325,187,-1,-1
104.25.229.208,7.4596499610267974,-1,373,-1,156,-1,4.595046348316174,10.32425357373742,-1,-1,451,295,-1,-1
104.19.246.32,8.16795970413505,-1,438,-1,236,-1,9.783879961654849,6.552039446615251,-1,-1,556,320,-1,-1
104.17.113.15,13.435881957223147,-1,909,-1,1418,-1,14.496482004290996,12.375281910155298,-1,-1,1618,200,-1,-1
198.41.211.239,13.04704416161304,-1,630.5,-1,373,-1,10.905069813303419,15.189018509922663,-1,-1,817,444,-1,-1
104.16.168.16,15.034299244083625,-1,363.5,-1,165,-1,14.962214514793754,15.106383973373497,-1,-1,446,281,-1,-1
172.66.42.195,12.373174202506252,-1,278.5,-1,85,-1,12.09025867649556,12.656089728516946,-1,-1,321,236,-1,-1
104.23.103.150,14.708315981031452,-1,517,-1,580,-1,13.06216859336348,16.354463368699424,-1,-1,807,227,-1,-1
198.41.220.70,14.292448306134565,-1,344,-1,28,-1,14.912949480312657,13.671947131956474,-1,-1,358,330,-1,-1
104.25.86.232,12.30793265413846,-1,448,-1,216,-1,14.69726392307816,9.91860138519876,-1,-1,556,340,-1,-1
104.27.201.95,13.469862366111784,-1,217,-1,26,-1,14.579469774219588,12.360254958003978,-1,-1,230,204,-1,-1
172.67.6.47,10.040596720320941,-1,262.5,-1,27,-1,12.966851215970049,7.114342224671833,-1,-1,276,249,-1,-1
104.25.79.6,12.925204762961565,-1,411,-1,360,-1,12.52839502207102,13.32201450385211,-1,-1,591,231,-1,-1
104.24.90.135,9.136925651574463,-1,363.5,-1,127,-1,3.216102575334759,15.057748727814166,-1,-1,427,300,-1,-1
104.18.231.123,13.36273788722468,-1,325.5,-1,227,-1,10.65628602180075,16.06918975264861,-1,-1,439,212,-1,-1
104.24.62.60,12.96872833465375,-1,317.5,-1,263,-1,15.30850591299258,10.62895075631492,-1,-1,449,186,-1,-1
104.18.131.126,13.912858636967949,-1,209,-1,16,-1,14.189598003312847,13.63611927062305,-1,-1,201,217,-1,-1
104.20.128.244,11.20386657063841,-1,285,-1,142,-1,9.818928766776294,12.58880437450053,-1,-1,356,214,-1,-1
104.24.183.41,12.508567944414832,-1,389,-1,236,-1,13.841944990463748,11.175190898365917,-1,-1,507,271,-1,-1
104.24.145.206,12.568597141894223,-1,366.5,-1,153,-1,16.221245787885028,8.915948495903416,-1,-1,443,290,-1,-1
104.26.13.71,13.920363224996418,-1,374,-1,252,-1,13.365385979027915,14.475340470964923,-1,-1,500,248,-1,-1
104.18.81.146,11.931312942050905,-1,265,-1,122,-1,12.689558406684727,11.173067477417085,-1,-1,326,204,-1,-1
162.159.22.9,15.436996664400361,-1,418.5,-1,435,-1,16.704611191431624,14.1693821373691,-1,-1,636,201,-1,-1
104.21.64.174,10.816972849066032,-1,370.5,-1,165,-1,7.3237348891753316,14.310210808956732,-1,-1,453,288,-1,-1
104.18.246.80,15.546852490665648,-1,238,-1,6,-1,14.82841054744759,16.265294433883707,-1,-1,235,241,-1,-1
104.25.83.100,12.067054803449976,-1,271,-1,24,-1,9.770176265100629,14.363933341799322,-1,-1,259,283,-1,-1
172.67.151.53,15.170681637705288,-1,299,-1,52,-1,15.564805244958151,14.776558030452424,-1,-1,325,273,-1,-1
104.25.195.118,11.914225680805824,-1,352.5,-1,9,-1,9.318252643070116,14.510198718541533,-1,-1,348,357,-1,-1
104.24.8.118,12.012866797661385,-1,280.5,-1,49,-1,12.503925059769001,11.521808535553767,-1,-1,305,256,-1,-1
104.18.10.110,13.336853273585946,-1,335,-1,92,-1,15.083565405479845,11.590141141692047,-1,-1,381,289,-1,-1
172.67.129.144,10.914816993648756,-1,354.5,-1,179,-1,13.161099721853375,8.668534265444137,-1,-1,444,265,-1,-1
104.20.107.108,13.60294498771893,-1,505,-1,566,-1,18.785378295707467,8.420511679730392,-1,-1,788,222,-1,-1
104.19.133.228,11.178473417728092,-1,273,-1,120,-1,11.125161264422507,11.231785571033676,-1,-1,333,213,-1,-1
104.24.245.241,15.570969576064858,-1,304,-1,170,-1,15.852191945683716,15.289747206445998,-1,-1,389,219,-1,-1
104.25.20.33,14.493873729156796,-1,437,-1,496,-1,15.276631049252375,13.71111640906122,-1,-1,685,189,-1,-1
104.17.16.78,11.938978656235292,-1,338.5,-1,27,-1,12.346887025112698,11.531070287357885,-1,-1,352,325,-1,-1
172.67.27.223,11.268736164082416,-1,335,-1,118,-1,8.949365618427823,13.58810670973701,-1,-1,394,276,-1,-1
172.67.17.168,13.501545402722542,-1,273,-1,156,-1,13.3236603566669,13.679430448778184,-1,-1,351,195,-1,-1
172.67.27.36,12.861497128241743,-1,349.5,-1,129,-1,16.098061986523035,9.62493226996045,-1,-1,414,285,-1,-1
104.17.29.144,12.072630059531729,-1,273.5,-1,85,-1,11.595475712590144,12.549784406473316,-1,-1,316,231,-1,-1
104.19.6.145,12.560905706298882,-1,569,-1,710,-1,12.165848987914524,12.955962424683243,-1,-1,924,214,-1,-1
104.21.113.105,13.240860314924227,-1,421,-1,90,-1,13.789705713562547,12.692014916285906,-1,-1,466,376,-1,-1
104.25.247.81,12.38492768564371,-1,237.5,-1,113,-1,12.241928665997385,12.527926705290035,-1,-1,294,181,-1,-1
104.19.62.177,11.970379982423353,-1,355,-1,204,-1,12.263419477365966,11.677340487480738,-1,-1,457,253,-1,-1
