s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
 6.6390017E+000, 1.7436153E+000, 3.2337356E-020, 2.1676945E-001, 7.2612156E+001, 2.5079243E-001, 0.0000000E+000,-1.4601249E-001,-2.3072189E-002, 2.5712664E+001
 6.8634520E+000, 1.7449177E+000, 3.2525264E-020, 2.1447486E-001, 7.2317684E+001, 2.4909581E-001, 0.0000000E+000,-1.4481055E-001,-2.3698287E-002, 2.5835365E+001
 7.0130855E+000, 1.7458151E+000, 3.2714506E-020, 2.1422336E-001, 7.2589906E+001, 2.4944793E-001, 0.0000000E+000,-1.4571702E-001,-2.4295685E-002, 2.5955363E+001
 7.2375358E+000, 1.7474049E+000, 3.2907233E-020, 2.1905199E-001, 7.3574131E+001, 2.5517476E-001, 0.0000000E+000,-1.4917604E-001,-2.4891792E-002, 2.6094404E+001
 7.4619861E+000, 1.7488428E+000, 3.3109078E-020, 2.2426937E-001, 7.4706837E+001, 2.6136618E-001, 0.0000000E+000,-1.5322985E-001,-2.5556333E-002, 2.6245687E+001
 7.6116196E+000, 1.7504564E+000, 3.3322624E-020, 2.2678746E-001, 7.5108727E+001, 2.6476936E-001, 0.0000000E+000,-1.5457018E-001,-2.6249138E-002, 2.6393868E+001
 7.8360699E+000, 1.7512905E+000, 3.3546276E-020, 2.2440003E-001, 7.4756802E+001, 2.6296949E-001, 0.0000000E+000,-1.5317722E-001,-2.6930409E-002, 2.6520424E+001
 8.0605202E+000, 1.7527036E+000, 3.3771831E-020, 2.1912757E-001, 7.3843542E+001, 2.5812248E-001, 0.0000000E+000,-1.4965239E-001,-2.7462201E-002, 2.6623506E+001
 8.2101537E+000, 1.7538198E+000, 3.3994191E-020, 2.1576782E-001, 7.3711979E+001, 2.5517817E-001, 0.0000000E+000,-1.4905747E-001,-2.7929360E-002, 2.6718446E+001
 8.4346040E+000, 1.7549136E+000, 3.4215829E-020, 2.2757748E-001, 7.6231188E+001, 2.6808084E-001, 0.0000000E+000,-1.5836709E-001,-2.8556116E-002, 2.6869235E+001
 8.6590543E+000, 1.7562761E+000, 3.4456379E-020, 2.3577655E-001, 7.7320532E+001, 2.7740457E-001, 0.0000000E+000,-1.6234531E-001,-2.9369762E-002, 2.7041044E+001
 8.8086878E+000, 1.7570985E+000, 3.4720535E-020, 2.2972214E-001, 7.6371519E+001, 2.7183816E-001, 0.0000000E+000,-1.5866502E-001,-3.0093678E-002, 2.7164558E+001
 9.0331381E+000, 1.7583004E+000, 3.4983355E-020, 2.3333664E-001, 7.7621296E+001, 2.7623466E-001, 0.0000000E+000,-1.6330250E-001,-3.0708075E-002, 2.7296648E+001
 9.2575884E+000, 1.7597032E+000, 3.5252558E-020, 2.4012654E-001, 7.8287154E+001, 2.8405709E-001, 0.0000000E+000,-1.6571104E-001,-3.1436423E-002, 2.7454686E+001
 9.4072219E+000, 1.7612260E+000, 3.5541041E-020, 2.2410928E-001, 7.5402385E+001, 2.6809117E-001, 0.0000000E+000,-1.5462274E-001,-3.1976734E-002, 2.7535731E+001
 9.6316722E+000, 1.7618433E+000, 3.5812099E-020, 2.1961544E-001, 7.5420160E+001, 2.6379829E-001, 0.0000000E+000,-1.5464011E-001,-3.2291432E-002, 2.7603216E+001
 9.8561225E+000, 1.7629485E+000, 3.6070471E-020, 2.3709705E-001, 7.8978985E+001, 2.8259626E-001, 0.0000000E+000,-1.6805650E-001,-3.2915208E-002, 2.7761726E+001
 1.0005756E+001, 1.7638435E+000, 3.6361653E-020, 2.4062402E-001, 7.8302382E+001, 2.8700942E-001, 0.0000000E+000,-1.6537042E-001,-3.3766947E-002, 2.7917468E+001
 1.0214816E+001, 1.7645908E+000, 3.6671070E-020, 2.1361514E-001, 7.4126533E+001, 2.5929632E-001, 0.0000000E+000,-1.4954896E-001,-3.4107329E-002, 2.7934723E+001
 1.0416181E+001, 1.7653239E+000, 3.6931757E-020, 2.0935014E-001, 7.4022466E+001, 2.5503963E-001, 0.0000000E+000,-1.4909053E-001,-3.4246636E-002, 2.7968794E+001
 1.0617546E+001, 1.7660269E+000, 3.7216777E-020, 2.1935478E-001, 7.5762147E+001, 2.6592893E-001, 0.0000000E+000,-1.5550033E-001,-3.4750782E-002, 2.8085856E+001
 1.0818911E+001, 1.7667345E+000, 3.7467606E-020, 2.0914267E-001, 7.2873940E+001, 2.5565653E-001, 0.0000000E+000,-1.4475606E-001,-3.5158122E-002, 2.8140656E+001
 1.1033700E+001, 1.7669932E+000, 3.7765137E-020, 1.8215734E-001, 6.8795810E+001, 2.2748824E-001, 0.0000000E+000,-1.3001557E-001,-3.5179002E-002, 2.8104484E+001
 1.1255201E+001, 1.7671569E+000, 3.7960612E-020, 1.9057662E-001, 7.1406714E+001, 2.3635335E-001, 0.0000000E+000,-1.3936539E-001,-3.5269143E-002, 2.8147118E+001
 1.1402869E+001, 1.7673792E+000, 3.8172945E-020, 2.1000397E-001, 7.4383094E+001, 2.5705450E-001, 0.0000000E+000,-1.5021990E-001,-3.5824793E-002, 2.8279594E+001
 1.1624371E+001, 1.7680214E+000, 3.8442002E-020, 2.0054412E-001, 7.1929800E+001, 2.4763125E-001, 0.0000000E+000,-1.4119949E-001,-3.6370485E-002, 2.8354022E+001
 1.1845872E+001, 1.7682063E+000, 3.8708126E-020, 1.7317250E-001, 6.7119518E+001, 2.1900017E-001, 0.0000000E+000,-1.2401528E-001,-3.6428369E-002, 2.8314906E+001
 1.2067373E+001, 1.7685989E+000, 3.8960695E-020, 1.8176835E-001, 6.9739920E+001, 2.2811414E-001, 0.0000000E+000,-1.3323533E-001,-3.6446279E-002, 2.8356924E+001
 1.2215041E+001, 1.7693054E+000, 3.9140273E-020, 1.9778173E-001, 7.2744284E+001, 2.4531595E-001, 0.0000000E+000,-1.4399325E-001,-3.6862038E-002, 2.8467603E+001
 1.2436542E+001, 1.7698000E+000, 3.9361987E-020, 1.9283468E-001, 7.0467797E+001, 2.4051166E-001, 0.0000000E+000,-1.3573280E-001,-3.7347620E-002, 2.8536428E+001
 1.2658044E+001, 1.7701674E+000, 3.9680846E-020, 1.6745363E-001, 6.6597673E+001, 2.1397845E-001, 0.0000000E+000,-1.2200905E-001,-3.7438721E-002, 2.8512660E+001
 1.2805711E+001, 1.7704936E+000, 3.9856210E-020, 1.7184147E-001, 6.7933509E+001, 2.1867545E-001, 0.0000000E+000,-1.2663963E-001,-3.7438569E-002, 2.8537042E+001
 1.3027213E+001, 1.7710245E+000, 4.0027352E-020, 1.8351385E-001, 7.0288908E+001, 2.3122095E-001, 0.0000000E+000,-1.3493932E-001,-3.7697737E-002, 2.8613802E+001
 1.3248714E+001, 1.7717342E+000, 4.0320759E-020, 1.8352027E-001, 6.9614304E+001, 2.3169189E-001, 0.0000000E+000,-1.3246435E-001,-3.8236928E-002, 2.8708223E+001
 1.3470216E+001, 1.7722286E+000, 4.0569076E-020, 1.7438980E-001, 6.8090122E+001, 2.2230040E-001, 0.0000000E+000,-1.2701681E-001,-3.8452603E-002, 2.8733236E+001
 1.3617883E+001, 1.7724962E+000, 4.0794510E-020, 1.7519603E-001, 6.8568431E+001, 2.2332292E-001, 0.0000000E+000,-1.2867492E-001,-3.8636424E-002, 2.8774569E+001
 1.3839385E+001, 1.7732485E+000, 4.1017917E-020, 1.7758725E-001, 6.9019066E+001, 2.2613435E-001, 0.0000000E+000,-1.3019463E-001,-3.8879349E-002, 2.8833299E+001
 1.4060886E+001, 1.7739530E+000, 4.1252029E-020, 1.7407506E-001, 6.8077569E+001, 2.2273912E-001, 0.0000000E+000,-1.2680735E-001,-3.9099407E-002, 2.8876751E+001
 1.4208554E+001, 1.7745656E+000, 4.1484242E-020, 1.6919731E-001, 6.7616860E+001, 2.1777239E-001, 0.0000000E+000,-1.2512970E-001,-3.9252154E-002, 2.8903379E+001
 1.4430055E+001, 1.7749011E+000, 4.1703733E-020, 1.7713640E-001, 6.9323073E+001, 2.2639655E-001, 0.0000000E+000,-1.3112386E-001,-3.9521284E-002, 2.8972107E+001
 1.4651557E+001, 1.7756714E+000, 4.1941450E-020, 1.8957576E-001, 7.1571196E+001, 2.3992829E-001, 0.0000000E+000,-1.3910121E-001,-4.0004667E-002, 2.9084433E+001
 1.4873058E+001, 1.7765188E+000, 4.2292090E-020, 1.8501750E-001, 7.0401450E+001, 2.3565184E-001, 0.0000000E+000,-1.3480758E-001,-4.0565674E-002, 2.9176786E+001
 1.5020726E+001, 1.7772003E+000, 4.2539041E-020, 1.7909657E-001, 6.9545592E+001, 2.2969798E-001, 0.0000000E+000,-1.3167883E-001,-4.0734365E-002, 2.9208797E+001
 1.5242227E+001, 1.7778724E+000, 4.2767881E-020, 1.7978607E-001, 6.9942027E+001, 2.3067564E-001, 0.0000000E+000,-1.3302742E-001,-4.0890459E-002, 2.9252722E+001
 1.5463728E+001, 1.7786557E+000, 4.3094012E-020, 1.8257103E-001, 7.0375297E+001, 2.3399758E-001, 0.0000000E+000,-1.3450078E-001,-4.1249728E-002, 2.9332846E+001
 1.5611396E+001, 1.7791673E+000, 4.3332414E-020, 1.7973095E-001, 6.9747250E+001, 2.3126227E-001, 0.0000000E+000,-1.3220544E-001,-4.1489551E-002, 2.9375310E+001
 1.5832898E+001, 1.7797308E+000, 4.3568524E-020, 1.8054517E-001, 7.0405034E+001, 2.3233264E-001, 0.0000000E+000,-1.3450601E-001,-4.1730661E-002, 2.9423405E+001
 1.6054399E+001, 1.7804866E+000, 4.3911602E-020, 1.9224064E-001, 7.2576617E+001, 2.4512786E-001, 0.0000000E+000,-1.4229199E-001,-4.2248097E-002, 2.9543298E+001
 1.6202067E+001, 1.7813967E+000, 4.4181373E-020, 1.9523476E-001, 7.3051650E+001, 2.4873876E-001, 0.0000000E+000,-1.4393981E-001,-4.2640197E-002, 2.9629230E+001
 1.6423568E+001, 1.7820731E+000, 4.4470280E-020, 1.9203738E-001, 7.2307867E+001, 2.4575100E-001, 0.0000000E+000,-1.4115437E-001,-4.2986467E-002, 2.9690668E+001
 1.6645069E+001, 1.7829116E+000, 4.4875674E-020, 1.8948154E-001, 7.2161365E+001, 2.4348823E-001, 0.0000000E+000,-1.4053851E-001,-4.3347598E-002, 2.9763502E+001
 1.6866571E+001, 1.7838027E+000, 4.5191156E-020, 1.9132264E-001, 7.2508806E+001, 2.4577772E-001, 0.0000000E+000,-1.4171825E-001,-4.3652774E-002, 2.9832200E+001
 1.7014238E+001, 1.7844987E+000, 4.5514333E-020, 1.8800368E-001, 7.1833868E+001, 2.4260328E-001, 0.0000000E+000,-1.3919300E-001,-4.3959144E-002, 2.9886284E+001
 1.7235740E+001, 1.7851023E+000, 4.5833387E-020, 1.8827189E-001, 7.2148659E+001, 2.4317597E-001, 0.0000000E+000,-1.4028177E-001,-4.4219706E-002, 2.9941796E+001
 1.7457241E+001, 1.7858530E+000, 4.6151804E-020, 2.0312755E-001, 7.5633013E+001, 2.5925773E-001, 0.0000000E+000,-1.5310034E-001,-4.4666716E-002, 3.0057199E+001
 1.7604909E+001, 1.7864420E+000, 4.6515413E-020, 2.1332124E-001, 7.6332675E+001, 2.7058136E-001, 0.0000000E+000,-1.5566181E-001,-4.5375902E-002, 3.0196241E+001
 1.7826410E+001, 1.7873441E+000, 4.6935511E-020, 1.9659299E-001, 7.3551863E+001, 2.5336190E-001, 0.0000000E+000,-1.4520721E-001,-4.5731681E-002, 3.0234111E+001
 1.8047912E+001, 1.7880426E+000, 4.7313059E-020, 1.8860989E-001, 7.2550204E+001, 2.4514456E-001, 0.0000000E+000,-1.4145763E-001,-4.5853814E-002, 3.0255588E+001
 1.8269413E+001, 1.7888051E+000, 4.7732242E-020, 1.9440105E-001, 7.3601361E+001, 2.5160579E-001, 0.0000000E+000,-1.4523997E-001,-4.6148199E-002, 3.0333129E+001
 1.8417081E+001, 1.7894453E+000, 4.8039216E-020, 1.8911336E-001, 7.2372531E+001, 2.4627775E-001, 0.0000000E+000,-1.4067225E-001,-4.6371174E-002, 3.0368970E+001
 1.8638582E+001, 1.7897308E+000, 4.8343257E-020, 1.8551618E-001, 7.2135130E+001, 2.4261958E-001, 0.0000000E+000,-1.3977828E-001,-4.6549714E-002, 3.0396894E+001
 1.8860084E+001, 1.7901013E+000, 4.8756241E-020, 1.9197141E-001, 7.3555727E+001, 2.4975261E-001, 0.0000000E+000,-1.4494717E-001,-4.6928944E-002, 3.0478246E+001
 1.9007751E+001, 1.7905363E+000, 4.9064245E-020, 1.9037993E-001, 7.2777807E+001, 2.4833777E-001, 0.0000000E+000,-1.4204949E-001,-4.7236331E-002, 3.0529455E+001
 1.9229253E+001, 1.7909488E+000, 4.9380316E-020, 1.7359419E-001, 6.9213380E+001, 2.3067634E-001, 0.0000000E+000,-1.2918116E-001,-4.7307752E-002, 3.0515867E+001
 1.9450754E+001, 1.7912399E+000, 4.9746871E-020, 1.7073382E-001, 6.9854899E+001, 2.2765921E-001, 0.0000000E+000,-1.3142970E-001,-4.7223523E-002, 3.0514409E+001
 1.9672255E+001, 1.7916414E+000, 5.0010421E-020, 1.9024997E-001, 7.3705068E+001, 2.4860950E-001, 0.0000000E+000,-1.4534925E-001,-4.7585502E-002, 3.0616927E+001
 1.9819923E+001, 1.7920117E+000, 5.0353530E-020, 1.8846909E-001, 7.2024200E+001, 2.4713631E-001, 0.0000000E+000,-1.3916430E-001,-4.8107086E-002, 3.0694741E+001
 2.0041425E+001, 1.7923790E+000, 5.0722058E-020, 1.6945306E-001, 6.9185050E+001, 2.2703578E-001, 0.0000000E+000,-1.2892007E-001,-4.8164169E-002, 3.0673507E+001
 2.0262926E+001, 1.7925832E+000, 5.1013624E-020, 1.7768447E-001, 7.1923234E+001, 2.3586711E-001, 0.0000000E+000,-1.3876436E-001,-4.8245253E-002, 3.0714539E+001
 2.0410594E+001, 1.7933934E+000, 5.1308680E-020, 2.0028419E-001, 7.5496144E+001, 2.6028583E-001, 0.0000000E+000,-1.5183659E-001,-4.8698818E-002, 3.0847073E+001
 2.0632095E+001, 1.7939670E+000, 5.1718555E-020, 1.9725773E-001, 7.4291214E+001, 2.5757531E-001, 0.0000000E+000,-1.4730692E-001,-4.9299436E-002, 3.0938901E+001
 2.0853596E+001, 1.7946171E+000, 5.2149244E-020, 1.8328190E-001, 7.2100653E+001, 2.4305647E-001, 0.0000000E+000,-1.3917671E-001,-4.9503935E-002, 3.0956363E+001
 2.1001264E+001, 1.7950847E+000, 5.2515954E-020, 1.8537596E-001, 7.2961559E+001, 2.4546635E-001, 0.0000000E+000,-1.4227649E-001,-4.9639615E-002, 3.0997625E+001
 2.1222765E+001, 1.7955978E+000, 5.2874297E-020, 1.8558145E-001, 7.2587444E+001, 2.4593351E-001, 0.0000000E+000,-1.4086725E-001,-4.9906101E-002, 3.1049546E+001
 2.1444267E+001, 1.7960816E+000, 5.3243021E-020, 1.6614047E-001, 6.8321343E+001, 2.2534546E-001, 0.0000000E+000,-1.2552159E-001,-4.9921023E-002, 3.1021681E+001
 2.1680535E+001, 1.7961159E+000, 5.3594198E-020, 1.5755968E-001, 6.7719069E+001, 2.1602982E-001, 0.0000000E+000,-1.2340134E-001,-4.9699739E-002, 3.0980112E+001
 2.1832848E+001, 1.7960696E+000, 5.3788696E-020, 1.7549692E-001, 7.2117553E+001, 2.3521908E-001, 0.0000000E+000,-1.3910779E-001,-4.9907689E-002, 3.1048106E+001
 2.2046136E+001, 1.7963918E+000, 5.4067789E-020, 1.9272416E-001, 7.4351908E+001, 2.5389162E-001, 0.0000000E+000,-1.4727685E-001,-5.0466114E-002, 3.1166348E+001
 2.2259424E+001, 1.7968212E+000, 5.4566780E-020, 1.7780551E-001, 7.0932958E+001, 2.3843217E-001, 0.0000000E+000,-1.3476307E-001,-5.0983302E-002, 3.1216826E+001
 2.2401617E+001, 1.7970338E+000, 5.4884896E-020, 1.6254660E-001, 6.8286816E+001, 2.2218546E-001, 0.0000000E+000,-1.2529123E-001,-5.0915929E-002, 3.1185915E+001
 2.2614905E+001, 1.7972514E+000, 5.5123604E-020, 1.6010288E-001, 6.8405259E+001, 2.1957821E-001, 0.0000000E+000,-1.2568895E-001,-5.0784918E-002, 3.1174496E+001
 2.2828193E+001, 1.7976232E+000, 5.5426844E-020, 1.6710845E-001, 6.9604596E+001, 2.2719673E-001, 0.0000000E+000,-1.2989883E-001,-5.0880110E-002, 3.1214145E+001
 2.3041481E+001, 1.7978477E+000, 5.5701741E-020, 1.6169291E-001, 6.8282983E+001, 2.2149694E-001, 0.0000000E+000,-1.2519938E-001,-5.1027464E-002, 3.1226425E+001
 2.3254769E+001, 1.7978708E+000, 5.6030592E-020, 1.6081247E-001, 6.8546098E+001, 2.2059895E-001, 0.0000000E+000,-1.2612549E-001,-5.1137021E-002, 3.1243438E+001
 2.3468057E+001, 1.7980968E+000, 5.6283437E-020, 1.7003217E-001, 7.0633661E+001, 2.3060443E-001, 0.0000000E+000,-1.3353708E-001,-5.1365002E-002, 3.1301028E+001
 2.3610249E+001, 1.7984889E+000, 5.6578246E-020, 1.7567576E-001, 7.1040005E+001, 2.3690440E-001, 0.0000000E+000,-1.3495809E-001,-5.1710617E-002, 3.1370652E+001
 2.3823537E+001, 1.7989133E+000, 5.6915877E-020, 1.6590468E-001, 6.9229213E+001, 2.2670144E-001, 0.0000000E+000,-1.2844385E-001,-5.1869156E-002, 3.1384734E+001
 2.4036825E+001, 1.7993546E+000, 5.7219651E-020, 1.6129361E-001, 6.8876900E+001, 2.2186844E-001, 0.0000000E+000,-1.2714839E-001,-5.1866043E-002, 3.1388869E+001
 2.4250114E+001, 1.7998051E+000, 5.7559230E-020, 1.7082777E-001, 7.0729606E+001, 2.3227798E-001, 0.0000000E+000,-1.3371429E-001,-5.2077331E-002, 3.1451672E+001
 2.4463402E+001, 1.8002866E+000, 5.7872464E-020, 1.7111851E-001, 7.0226792E+001, 2.3283214E-001, 0.0000000E+000,-1.3186543E-001,-5.2361905E-002, 3.1500973E+001
 2.4605594E+001, 1.8005593E+000, 5.8207819E-020, 1.6150638E-001, 6.8848386E+001, 2.2267896E-001, 0.0000000E+000,-1.2692860E-001,-5.2480211E-002, 3.1505849E+001
 2.4818882E+001, 1.8008894E+000, 5.8497415E-020, 1.6528301E-001, 6.9713739E+001, 2.2682317E-001, 0.0000000E+000,-1.2997321E-001,-5.2561232E-002, 3.1535476E+001
 2.5032170E+001, 1.8013741E+000, 5.8788410E-020, 1.7573243E-001, 7.1906021E+001, 2.3826113E-001, 0.0000000E+000,-1.3781177E-001,-5.2817896E-002, 3.1606579E+001
 2.5245458E+001, 1.8020690E+000, 5.9228893E-020, 1.7267985E-001, 7.0770211E+001, 2.3537578E-001, 0.0000000E+000,-1.3364507E-001,-5.3181379E-002, 3.1666459E+001
 2.5458746E+001, 1.8024180E+000, 5.9586141E-020, 1.6344245E-001, 6.9180338E+001, 2.2561648E-001, 0.0000000E+000,-1.2792407E-001,-5.3245185E-002, 3.1666979E+001
 2.5600938E+001, 1.8028260E+000, 5.9888283E-020, 1.6768062E-001, 7.0628407E+001, 2.3025004E-001, 0.0000000E+000,-1.3305625E-001,-5.3313392E-002, 3.1697152E+001
 2.5814226E+001, 1.8032087E+000, 6.0201643E-020, 1.7649608E-001, 7.1945815E+001, 2.3993274E-001, 0.0000000E+000,-1.3777627E-001,-5.3626518E-002, 3.1768814E+001
 2.6027515E+001, 1.8037208E+000, 6.0568481E-020, 1.6974764E-001, 7.0128393E+001, 2.3295556E-001, 0.0000000E+000,-1.3118363E-001,-5.3853739E-002, 3.1797542E+001
 2.6240803E+001, 1.8040540E+000, 6.0996643E-020, 1.6306558E-001, 6.9542296E+001, 2.2592445E-001, 0.0000000E+000,-1.2905284E-001,-5.3903206E-002, 3.1803766E+001
 2.6454091E+001, 1.8044606E+000, 6.1294735E-020, 1.7645536E-001, 7.2744048E+001, 2.4041631E-001, 0.0000000E+000,-1.4058152E-001,-5.4118424E-002, 3.1872925E+001
 2.6667379E+001, 1.8050878E+000, 6.1763819E-020, 1.8850553E-001, 7.4207333E+001, 2.5376324E-001, 0.0000000E+000,-1.4589375E-001,-5.4739680E-002, 3.1997667E+001
 2.6809571E+001, 1.8056499E+000, 6.2167251E-020, 1.8208017E-001, 7.2805510E+001, 2.4721100E-001, 0.0000000E+000,-1.4067452E-001,-5.5036249E-002, 3.2038336E+001
 2.7022859E+001, 1.8061706E+000, 6.2555089E-020, 1.7671908E-001, 7.2131870E+001, 2.4168253E-001, 0.0000000E+000,-1.3816396E-001,-5.5159303E-002, 3.2059540E+001
 2.7236147E+001, 1.8067694E+000, 6.3048850E-020, 1.7540181E-001, 7.2020110E+001, 2.4051711E-001, 0.0000000E+000,-1.3769905E-001,-5.5297123E-002, 3.2095976E+001
 2.7449435E+001, 1.8073028E+000, 6.3429892E-020, 1.7034890E-001, 7.0749217E+001, 2.3529009E-001, 0.0000000E+000,-1.3305552E-001,-5.5384213E-002, 3.2111023E+001
